 Năm 179 TCN, nước ta bị triều đại phong kiến nào ở Trung Quốc xâm chiếm?
 Cuộc khởi nghĩa đầu tiên của nhân dân Âu Lạc chống lại ách đô hộ của bọn phong kiến phương Bắc là
Khởi nghĩa Hai Bà Trưng	Điều này được các sử gia đánh giá là một sự thức tỉnh của tinh thần dân tộc Việt, một sự tái nhận thức quan trọng về quyền sống theo cách riêng của người Việt. Cuộc khởi nghĩa phản ánh ý thức dân tộc đã khá rõ rệt của Lạc tướng và Lạc dân trong các bộ lạc hợp thành nước Âu Lạc cũ. Ý thức về độc lập chủ quyền quốc gia của dân tộc Việt trên con đường hình thành qua hơn 200 năm mất nước - khoảng thời gian mà các triều đại phong kiến phương Bắc ráo riết thực hiện đồng hóa nhằm biến Âu Lạc vĩnh viễn là quận huyện của Trung Quốc – vẫn tồn tại và phát triển trong lòng người Việt.	0.31923253575324645
Lê Văn Khôi	Cuộc binh biến này, thực chất chỉ là một cuộc đảo chính quân sự của một tầng lớp thống trị địa phương, nhằm chống lại nhà nước phong kiến trung ương, chứ không phải là cuộc khởi nghĩa của nhân dân, mặc dù nó đã lôi cuốn được nhiều thành phần, như: giáo dân Thiên chúa, một số Hoa kiều, một số dân tộc ít người vùng Tây Ninh, binh lính quê ở miền Bắc, miền Trung, một số địa chủ, dòng dõi công thần và một số quan lại dưới quyền Lê Văn Duyệt...Nhưng cuộc binh biến chưa có biểu hiện nào cho thấy nó đã nổ ra vì nguyện vọng và vì lợi ích của đông đảo các tầng lớp nhân dân...	0.2754223113012443
 Năm 603, đất nước ta rơi vào ách đô hộ của triều nào của Trung Quốc?
Nguyễn Thức Canh	Vốn xuất thân trong một gia đình có truyền thống yêu nước, ghét ách đô hộ của thực dân Pháp, nên năm 1905, ông cùng em là Nguyễn Thức Đường sang Bangkok (Thái Lan), rồi theo Phan Bội Châu thẳng đường sang Nhật Bản vào tháng 10 năm ấy. Cùng đi với ông Canh có Nguyễn Điển và Lê Khiết. Đây là ba du học sinh tiên phong của phong trào Đông Du. Ở nơi ấy, ông gặp các nhà cách mạng Trung Quốc và các nhà yêu nước Việt Nam như Tăng Bạt Hổ, Lương Ngọc Quyến, Nguyễn Thượng Hiền, Phan Châu Trinh, v.v...	0.2156049788721616
Viện trợ nước ngoài trong Chiến tranh Việt Nam	Có những lúc Việt Nam Dân chủ Cộng hòa từ chối nhận viện trợ nếu khoản viện trợ đó đi kèm những điều kiện mà họ không chấp nhận. Khi Trung Quốc đề nghị viện trợ 500 chiếc xe vào Trường Sơn với điều kiện lái xe là người Trung Quốc, Tổng Bí thư Lê Duẩn không đồng ý nhận bất cứ một chiếc xe nào vì tin rằng Trung Quốc lồng ghép vào đó những toan tính riêng của họ (Trung Quốc từng mượn đường vào đánh Chiêm Thành thời nhà Trần, rồi từng lấy cớ vào giúp Lê Chiêu Thống để kéo quân vào Hà Nội). Có người trong Bộ Chính trị đề nghị "sao không nhận một vài chiếc cho người ta vui?", nhưng ông trả lời: "Chừng nào tôi còn ngồi đây, thì tôi không cho một kẻ nào nghĩ trong đầu rằng có thể cướp được đất nước Việt Nam này"	0.20578721342993125
 Chiến thắng quyết định của Ngô Quyền trước quân Nam Hán diễn ra tại
Trận Bạch Đằng (1288)	Năm 1288, sau khi rút lui khỏi kinh đô Thăng Long, Trần Hưng Đạo đã quyết định đánh một trận lớn chống quân Mông Cổ xâm lược đi vào Đại Việt thông qua sông Bạch Đằng. Sông Bạch Đằng trước đó cũng là một địa danh lịch sử khi Ngô Quyền đã từng đánh thắng quân Nam Hán trong năm 938, kết thúc gần 1000 năm Bắc thuộc. Trần Hưng Đạo đã nghiên cứu kỹ lưỡng quy luật thủy triều của con sông này để vạch ra thế trận cọc để mai phục quân Mông Nguyên	0.4171323343955686
Trận Bạch Đằng (938)	Trận Bạch Đằng năm 938 là một trận đánh giữa quân dân Việt Nam - thời đó gọi là Tĩnh Hải quân và chưa có quốc hiệu chính thức - do Ngô Quyền lãnh đạo đánh với quân Nam Hán trên sông Bạch Đằng. Kết quả, quân dân Việt Nam giành thắng lợi, nhờ có kế cắm cọc ở sông Bạch Đằng của Ngô Quyền. Trước sự chiến đấu dũng mãnh của quân dân Việt Nam, quá nửa quân Nam Hán bị chết đuối và Hoàng tử Nam Hán là Lưu Hoằng Tháo cũng bị Ngô Quyền giết chết. Đây là một trận đánh quan trọng trong lịch sử Việt Nam. Nó đánh dấu cho việc chấm dứt hơn 1000 năm Bắc thuộc của Việt Nam, nối lại quốc thống cho dân tộc.	0.3870141582585559
 Ai là người lãnh đạo thành công cuộc khởi nghĩa đánh đuổi quân xâm lược nhà Đường năm 722?
Mai Hắc Đế	Mai Hắc Đế (chữ Hán: 梅黑帝; ?–722), tên thật là Mai Thúc Loan (梅叔鸞) là vị vua người Việt thời Bắc thuộc, anh hùng dân tộc, người lãnh đạo cuộc khởi nghĩa chống lại sự chiếm đóng của nhà Đường ở Việt Nam vào đầu thế kỉ thứ 8.	0.26581364332177226
Mai Hắc Đế	Khởi nghĩa Hoan Châu do Mai Thúc Loan lãnh đạo nổ ra vào năm Khai Nguyên thứ nhất đời vua Đường Huyền Tông ở Trung Hoa, tức năm Quý Sửu (713). Khởi nghĩa nổ ra tại Rú Đụn, còn gọi là Hùng Sơn (Nghệ An). Tương truyền lúc đó ông cùng đoàn phu gánh vải nộp cho nhà Đường, đã kêu gọi các phu gánh vải nổi dậy chống quân Đường. Tuy nhiên, hiện nay các nhà nghiên cứu đều thống nhất: sưu cao, thuế nặng là nguyên nhân khiến nhân dân nổi dậy chống lại ách đô hộ nhà Đường, nổi bật là khởi nghĩa Hoan Châu. Đây là cuộc khởi nghĩa có sự chuẩn bị, biết chọn thời cơ, không phải một cuộc bạo động. Chuyện "cống vải" là một chi tiết của truyền thuyết, không thể và không phải là nguyên nhân chính nổ ra cuộc kháng chiến giải phóng dân tộc do Mai Thúc Loan lãnh đạo.	0.22803196763068959
Dưới thời nhà Đinh, nước ta đóng đô ở đâu?
Cố đô Hoa Lư	Năm 968, Đinh Bộ Lĩnh dẹp xong loạn 12 sứ quân, lên ngôi hoàng đế và đóng đô ở Hoa Lư, nơi đây trở thành trung tâm chính trị của nước Đại Cồ Việt. Từ năm 968 đến năm 1009, có 6 vị vua (Đinh Tiên Hoàng, Đinh Phế Đế, Lê Đại Hành, Lê Trung Tông, Lê Long Đĩnh, Lý Thái Tổ) thuộc 3 triều đại đóng đô tại đây. Thời kỳ này, Hoa Lư là nơi diễn ra nhiều hoạt động ngoại giao giữa các triều đình nước Đại Cồ Việt với triều đình nhà Bắc Tống (Trung Quốc): thời Đinh 2 lần (năm 973, 975), thời Tiền Lê 10 lần (980, 985, 986, 987, 988, 990, 995, 996, 997, 1007).	0.34572985632277264
Lịch sử hành chính Hà Nội	Năm 938, Ngô Quyền chiến thắng quân Nam Hán trên sông Bạch Đằng, xưng vương và định đô ở Cổ Loa. Cổ Loa sau một ngàn năm lại trở thành kinh đô của nước Việt. Sau này, nhà Đinh và Tiền Lê đóng đô ở Hoa Lư, nhưng vùng Hà Nội xưa vẫn mang tên Đại La Đô và là nơi muôn vật giàu thịnh, đông vui.	0.24566308104637014
Sau khi đánh bại quân Nam Hán, Ngô Quyền xưng vương, đóng đô ở đâu?
Ngô Quyền	Một hào trưởng người Ái châu (thuộc Thanh Hóa ngày nay) là Dương Đình Nghệ nuôi 3000 con nuôi, mưu đồ khôi phục. Ngô Quyền lớn lên làm nha tướng cho Dương Đình Nghệ, được Dương Đình Nghệ gả con gái cho và quyền cai quản Ái châu, đất bản bộ của họ Dương. Năm 931, Dương Đình Nghệ phát binh từ Thanh Hóa ra Bắc đánh đuổi quân Nam Hán, đánh bại Lý Tiến và quân cứu viện do Trần Bảo chỉ huy, chiếm giữ bờ cõi nước Việt, xưng là Tiết độ sứ. đất bản bộ của họ Dương. Năm 937, hào trưởng đất Phong Châu là Kiều Công Tiễn sát hại Dương Đình Nghệ, trở thành vị Tĩnh Hải quân Tiết độ sứ cuối cùng trong thời kì Tự chủ. Nhưng Công Tiễn lại không có chỗ dựa chính trị vững chắc, hành động tranh giành quyền lực của ông bị phản đối bởi nhiều thế lực địa phương và thậm chí nội bộ họ Kiều cũng chia rẽ trầm trọng. Bị cô lập, Công Tiễn vội vã cầu cứu nhà Nam Hán. Ngô Quyền nhanh chóng tập hợp lực lượng, kéo quân ra Bắc, giết chết Kiều Công Tiễn rồi chuẩn bị quyết chiến với quân Nam Hán. Thắng lợi của Ngô Quyền trên sông Bạch Đằng vào năm 938 đã đặt dấu chấm hết cho mọi âm mưu xâm lược Tĩnh Hải quân của nhà Nam Hán, đồng thời cũng kết thúc thời kì Bắc thuộc của Việt Nam. Năm 939, Ngô Quyền xưng vương, đóng đô ở Cổ Loa, lập ra nhà Ngô. Ngô Vương qua đời ở tuổi 47, trị vì được 6 năm. Sau cái chết của ông, nhà Ngô suy yếu nhanh chóng, không khống chế được các thế lực cát cứ địa phương và sụp đổ vào năm 965.	0.6550010605897838
Lịch sử hành chính Hà Nội	Năm 938, Ngô Quyền chiến thắng quân Nam Hán trên sông Bạch Đằng, xưng vương và định đô ở Cổ Loa. Cổ Loa sau một ngàn năm lại trở thành kinh đô của nước Việt. Sau này, nhà Đinh và Tiền Lê đóng đô ở Hoa Lư, nhưng vùng Hà Nội xưa vẫn mang tên Đại La Đô và là nơi muôn vật giàu thịnh, đông vui.	0.48772681366126047
Vị vua nào đặt quốc hiệu nước ta Đại Cồ Việt?
Đại Cồ Việt	Quốc hiệu Đại Cồ Việt do vua Đinh Tiên Hoàng đặt năm 968. Đại Cồ Việt là quốc hiệu được dùng trong 8 đời vua của 3 triều Đinh, Tiền Lê, Lý, với quãng thời gian dài 86 năm (968 - 1054). Đến năm Giáp Ngọ, niên hiệu Long Thụy Thái Bình thứ 1 (1054), vua Lý Thánh Tông mới đặt lại quốc hiệu là Đại Việt. Điều này có nghĩa là khi dời đô từ Hoa Lư ra Thăng Long, nước vẫn mang quốc hiệu là Đại Cồ Việt.	0.6525684053709528
Đại Cồ Việt	Nhà nước Đại Cồ Việt tồn tại 86 năm kể từ khi Đinh Bộ Lĩnh thống nhất vùng châu thổ phía Bắc, lên ngôi hoàng đế năm 968 cho đến tháng 10 âm lịch năm 1054 đời vua Lý Thánh Tông, khi ông đặt ra quốc hiệu Đại Việt. Thời kỳ Đại Cồ Việt đánh dấu lần đầu tiên sau thời kỳ Bắc thuộc, người Việt có được một quốc gia độc lập, một nhà nước phong kiến tập quyền riêng và quân đội riêng.	0.37028508437805024
Tên nước Đại Việt có từ thời vua nào của nhà Lý?
Đại Việt	Quốc hiệu Đại Việt tồn tại tổng cộng trong thời gian 723 năm, bắt đầu từ thời vua Lý Thánh Tông đến thời vua Gia Long (1054 - 1804), tên gọi Đại Việt được dùng làm quốc hiệu trong thời kỳ cai trị của các chính quyền nhà Lý, nhà Trần, nhà Hậu Lê, nhà Mạc, nhà Tây Sơn và 3 năm đầu thời nhà Nguyễn (1802 - 1804). Trong quá trình này tên gọi chính thức Đại Việt bị gián đoạn một lần ngắn ngủi 27 năm vào thời nhà Hồ và thời thuộc Minh (1400 - 1427).	0.49078550486799516
Nhà Lý	Địa giới phía bắc nước Đại Việt thời Lý bao gồm Bắc Bộ Việt Nam hiện nay và một phần nhỏ của tỉnh Quảng Tây (Trung Quốc). thời Địa giới phía nam của nhà Lý khi mới thành lập chỉ tới khu vực Hà Tĩnh hiện nay. Năm 1069, Lý Thánh Tông đánh Chiêm Thành, buộc vua Chiêm là Chế Củ dâng 3 châu tương đương với tỉnh Quảng Bình và Quảng Trị hiện nay. Cương vực này được duy trì ổn định tới khi triều Lý kết thúc. Trên vùng lãnh thổ này, nhà Lý chia cả nước thành 24 đơn vị hành chính. Các cấp hành chính ở địa phương lần lượt từ cao xuống thấp là:	0.4130330480028579
Nếu Bệ hạ muốn hàng, xin hãy chém đầu Thần trước đã, là câu nói của ai ?
Hịch tướng sĩ	"Bệ hạ nói câu ấy là lời nhân đức, nhưng Tôn miếu Xã tắc thì sao? Nếu Bệ hạ muốn hàng, xin trước hết hãy chém đầu thần đi đã, rồi sau hãy hàng !!"	0.9652834985662888
Đỗ Quang	Như thế là thần, ở trên thì phụ với triều đình, ở dưới thì phụ với dân trăm họ, tội không thể chối được. Giờ nếu thần lại lạm dự chức ở Nam Định thì biết ăn nói thế nào với dân Gia Định? Biết trả lời thế nào với công luận trong nước? Thần vẫn còn có chút lòng, quả là rất hổ thẹn. Vả chăng, thần vốn là kẻ có kiến thức nông cạn và hạn hẹp, nếu cứ gắng gượng mà làm việc mãi cũng chẳng thể gọi là báo bổ. Vậy, xin bệ hạ hãy thu sắc mệnh, cho thần được bãi chức về với làng với ruộng, hầu làm nguôi bớt lòng oán giận của sĩ dân, và cũng để giữ tiết liêm sĩ của thần vậy...	0.2533925734417283
Kế sách " vườn không nhà trống " được nhân dân ta thực hiện có hiệu quả trong cuộc kháng chiến nào sau đây ?
Hiệp định Genève, 1954	Ngày 22-7-1954. Chủ tịch Hồ Chí minh ra Lời kêu gọi sau khi hội nghị Giơnevơ thành công ngày 22 tháng 7 năm 1954: "Từ nay, chúng ta phải ra sức đấu tranh để củng cố hoà bình, thực hiện thống nhất, hoàn thành độc lập và dân chủ trong toàn quốc...Đấu tranh để củng cố hoà bình, thực hiện thống nhất, hoàn thành độc lập dân chủ cũng là một cuộc đấu tranh lâu dài và gian khổ"...Để thực hiện hoà bình, bước đầu tiên là quân đội hai bên phải ngừng bắn. Để ngừng bắn, thì cần phải tách quân đội hai bên ra hai vùng khác nhau: tức là điều chỉnh khu vực. Điều chỉnh khu vực là việc tạm thời, là bước quá độ để thực hiện đình chiến, lập lại hoà bình, và tiến đến thống nhất nước nhà bằng cách tổng tuyển cử. Điều chỉnh khu vực quyết không phải là chia xẻ đất nước ta, quyết không phải là phân trị....Trung, Nam, Bắc đều là bờ cõi của nước ta, nước ta nhất định thống nhất, đồng bào cả nước nhất định được giải phóng. Chúng ta phải ra sức đấu tranh để thực hiện tổng tuyển cử tự do trong toàn quốc đặng thống nhất nước nhà. Chúng ta phải ra sức khôi phục và xây dựng, củng cố và phát triển lực lượng của ta về mọi mặt, để thực hiện quyền độc lập hoàn toàn của nước ta. Chúng ta củng cố tình hữu nghị vĩ đại giữa ta với Liên Xô, Trung Quốc và các nước bạn khác. Chúng ta đoàn kết hơn nữa với nhân dân Pháp, nhân dân châu á và nhân dân toàn thế giới để giữ gìn hoà bình. Tôi thiết tha kêu gọi tất cả những người thật thà yêu nước không phân biệt tầng lớp nào, tín ngưỡng nào, chính kiến nào và trước đây đã đứng về phe nào, chúng ta hãy thật thà cộng tác, vì dân vì nước mà phấn đấu để thực hiện hoà bình, thống nhất, độc lập, dân chủ trong nước Việt Nam yêu quý của chúng ta".	0.3307730407109346
Ngày Thống nhất	Sau khi kết thúc thắng lợi cuộc kháng chiến chống thực dân Pháp, nhân dân Việt Nam có quyền thực hiện khát vọng thiêng liêng của mình là được sống trong một đất nước hòa bình, thống nhất, độc lập, tự do, hạnh phúc và có quan hệ bình đẳng, hữu nghị với tất cả các quốc gia trên thế giới. Nhưng Đế quốc Mỹ đã ngang nhiên áp đặt chế độ thực dân kiểu mới, biến miền Nam Việt Nam thành căn cứ quân sự của Mỹ, đàn áp tàn bạo Cách mạng miền Nam và tiến hành chiến tranh phá hoại khốc liệt ở miền Bắc. Chúng đã gây ra biết bao tội ác dã man, biết bao đau thương, mất mát đối với đồng bào ta, đất nước ta. Tổ quốc ta đã phải trải qua những thử thách cực kỳ nghiêm trọng...	0.20284127908050353
Lãnh đạo cuộc kháng chiến chống Tống thời Tiền Lê là:
Sông Nhà Lê	Trong cuộc kháng chiến chống đế quốc Mỹ, những dòng sông đào từ Yên Mô - Nga Sơn đến Tĩnh Gia lại trở thành tuyến vận chuyển nhân tài vật lực của cả miền bắc vào miền Nam. Chính vì vậy mà các sông đào trên đất Thanh Hoá có từ thời Lê Đại Hành luôn được nạo vét, tu bổ. Lê Đại Hành là vị vua đầu tiên của nhà nước độc lập tự chủ tổ chức đào sông. Sự nghiệp mở đầu vĩ đại đó của thời Tiền Lê đã trở thành phương châm hành động của các thời Lý, Trần, Lê, Nguyễn sau này. Các thời đại kế tiếp nhau không chỉ luôn khơi đào, nạo vét các dòng sông cũ mà còn tiếp tục đào thêm các sông mới. Từ con sông đào do Lê Đại Hành đầu tiên đào trên đất Thanh Hoá thời Tiền Lê, đến thời Lý, Trần sông đào đã xuất hiện ở đồng bằng Bắc Bộ đến Thanh-Nghệ-Tĩnh... Đến thời Lê đã rộng khắp dải miền Trung Bộ và đến thời Nguyễn thì sông đào có mặt ở khắp mọi miền Việt Nam.	0.265377608455329
Bang giao Việt Nam thời Lý	Năm 1009, Lý Công Uẩn lên ngôi vua, thay thế nhà Tiền Lê, lập ra nhà Lý. Ngay sau khi lên ngôi, Lý Thái Tổ đã chủ động thiết lập quan hệ ngoại giao với đối tác quan trọng nhất đương thời là triều đình nhà Tống ở phương Bắc. Việc ngoại giao thời Lý có tính kế tục các hoạt động ngoại giao đã thiết lập từ thời Đinh, thời Tiền Lê trước đó.	0.12247941728470876
"Đầu thần chưa rơi xuống đất, xin bệ hạ đừng lo" là câu nói nổi tiếng thể hiện sự tự tôn dân tộc, ý chí quyết tâm chống giặc giữ nước của danh tướng nào dưới thời Trần?
Nguyễn Trường Tộ	..."Bọn thần tuân phụng xét duyệt các khoản mật trần của Nguyễn Trường Tộ thấy y cũng có lòng với ta và chính lúc này là lúc có thể thừa cơ hội được. Ý kiến của bọn thần cũng đồng với các lý lẽ của thần Trần Tiễn Thành tâu xin. Nhưng xét vì đây là việc quân quốc trọng sự cần phải bàn thảo kín đáo kỹ lưỡng mới bảo đảm không nguy hiểm trở ngại sau này. Nay bọn thần chưa giáp mặt y bàn tính mà đã nội giao cho y qua các nước thám sát những việc cần phải làm, lỡ ra có chỗ nào chưa được chu đáo, sợ sẽ sinh trở ngại. Vậy xin cho Bộ Lễ lấy lý do phái đem người qua Tây học tập, khẩn tư cho tỉnh thần Nghệ An lập tức cấp ngựa, sức y lên kinh ngay để bọn thần ở Viện Cơ mật và Tòa Thương Bạc đối diện hỏi bọn y xem suy tính cơ nghi như thế nào cho được chu thỏa. Bọn thần sẽ suy nghĩ chín chắn đôi ba lần và phúc tâu đầy đủ. Vậy dám xin có lời tâu bày, đợi chỉ tuân hành."	0.09320327066634275
Trần Duệ Tông	Tháng giêng năm 1377, quân Trần tiến vào cửa Thi Nại (Quy Nhơn), đánh lấy đồn Thạch Kiều rồi tiến tới kinh thành Đồ Bàn nước Chiêm. Chế Bồng Nga lập đồn giữ ngoài thành, rồi cho người trá hàng nói rằng Chế Bồng Nga đã bỏ thành trốn. Ngày 24, Duệ Tông muốn tiến quân ngay, đại tướng Đỗ Lễ can ngăn mãi nhưng ông không nghe, nói với quân sĩ rằng: "Ta mình mặc giáp, tay cầm gươm, dãi gió dầm mưa, lội sông, trèo núi, vào sâu trong đất giặc, không một người nào dám chống lại đó là trời giúp. Huống chi nay vua giặc nghe tiếng bỏ trốn, không có lòng đánh lại. Cổ nhân nói "Dụng binh quý ở nhanh chóng". Nay lại dùng dằng không tiến nhanh, thế là trời cho mà không lấy, để nó lại có mưu khác, thì hối không kịp?".	0.08321854651161727
Triều đại nào của nước Đại Việt phải đương đầu với các cuộc xâm lược của quân Mông – Nguyên?
Chiến tranh Nguyên Mông-Đại Việt lần 1	Chiến tranh Nguyên Mông-Đại Việt lần thứ nhất hay Kháng chiến chống Nguyên Mông lần thứ nhất là cách người Việt Nam gọi cuốc chiến đấu của quân dân Đại Việt chống lại quân đội của đế quốc Mông Cổ do Uriyangqatai (Ngột Lương Hợp Thai) chỉ huy vào trong khoảng thời gian nửa tháng cuối tháng 1 năm 1258 (hay năm Nguyên Phong thứ 7). Cuộc chiến mở đầu với thất bại của quân Đại Việt trong trận Bình Lệ Nguyên, nhưng cuối cùng họ đã đại phá quân Nguyên trong trận Đông Bộ Đầu. Cuộc chiến này đã kết thúc với chiến thắng của nước Đại Việt, ghi dấu công lao của vua Trần Thái Tông trong việc lãnh đạo quân dân chiến đấu chống quân xâm lược.	0.3833619049960526
